Resource Title,Resource URL,Publisher,Country,,Description,First L2 Tag,Second L2 Tag,Third L2 Tag,Vetter,Reviewed?,L2 Tagger,Technical (Y/N),Notes
BNT162b2 mRNA Covid-19 Vaccine in a Nationwide Mass ...,https://www.nejm.org/doi/full/10.1056/NEJMc2104281,New England Journal of Medicine,General,"4/20/2021, 5:00:00 PM","6 hours ago ... To the Editor: In the article by Dagan et al. (April 15 issue),1 the effectiveness of 
the BNT162b2 mRNA vaccine against coronavirus disease 2019 (Covid-19) in a
 ...",,,,Bot,,,,
Audio Interview: Vaccination in Nursing Homes and New Pulmonary ...,https://www.nejm.org/doi/full/10.1056/NEJMe2108598,New England Journal of Medicine,General,"5/18/2021, 5:00:00 PM","10 hours ago ... ... Care Research In this audio interview conducted on May 18, 2021, the editors 
discuss the effectiveness of Covid vaccination in nursing homes ...",,,,Bot,,,,
Contact Tracing for Covid-19 — A Digital Inoculation against Future ...,https://www.nejm.org/doi/pdf/10.1056/NEJMp2102256?listPDF=true,New England Journal of Medicine,General,,"10 hours ago ... estimated that 30 to 70% of peo- ple in these Western countries could become 
infected — a fright- ening projection at a time when the Covid-19 mortality rate ...",,,,Bot,,,,
Thrombotic Thrombocytopenia after Ad26.COV2.S Vaccination | NEJM,https://www.nejm.org/doi/full/10.1056/NEJMc2105869,New England Journal of Medicine,General,"4/13/2021, 5:00:00 PM","8 hours ago ... To date, such reactions have not been associated with other vaccines against 
coronavirus 2019 (Covid-19). We describe a case of extensive thrombosis ...",,,,Bot,,,,
Contact Tracing for Covid-19 — A Digital Inoculation against Future ...,https://www.nejm.org/doi/full/10.1056/NEJMp2102256,New England Journal of Medicine,General,"5/18/2021, 5:00:00 PM","10 hours ago ... Contact Tracing for Covid-19 Automation using geolocation tracking allowed 
South Korea to trace contacts of people infected with SARS-CoV-2 reaching back 
to ...",,,,Bot,,,,
COVID-19 시기 국내 여행 | CDC,https://korean.cdc.gov/coronavirus/2019-ncov/travelers/travel-during-covid19.html,korean.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","7시간 전 ... 백신 접종을 완전히 완료했거나 COVID-19에서 회복된 지 3개월이 지나지 않은 
경우에는 검사를 받거나 자가격리를 실시할 필요가 없습니다. 그러나 기타 모든 
여행 ...",,,,Bot,,,,
Posibles efectos secundarios después de vacunarse contra el ...,https://espanol.cdc.gov/coronavirus/2019-ncov/vaccines/expect/after.html,espanol.cdc.gov,Unknown,"5/18/2021, 5:00:00 PM","Hace 7 horas ... La vacunación contra el COVID-19 ayudará a protegerlo de contraer el COVID-
19. Sepa qué esperar luego de recibir la vacuna contra el COVID-19.",,,,Bot,,,,
Viajes internacionales durante el COVID-19 | CDC,https://espanol.cdc.gov/coronavirus/2019-ncov/travelers/international-travel-during-covid19.html,espanol.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","Hace 5 horas ... Los viajeros con la vacuna completa tienen menos probabilidad de contagiarse y 
propagar el COVID-19. Sin embargo, los viajes internacionales suponen ...",,,,Bot,,,,
International Travel During COVID-19 | CDC,https://www.cdc.gov/coronavirus/2019-ncov/travelers/international-travel-during-covid19.html,CDC,US,"2/10/2020, 4:00:00 PM","2 hours ago ... Fully vaccinated travelers are less likely to get and spread COVID-19. However, 
international travel poses additional risks and even fully vaccinated travelers are
 ...",,,,Bot,,,,
Key Information for Travelers to Serbia - COVID-19 Notices,https://wwwnc.cdc.gov/travel/notices/covid-4/coronavirus-serbia,wwwnc.cdc.gov,Unknown,,"7 hours ago ... Travelers should avoid all travel to Serbia. Because of the current situation in 
Serbia even fully vaccinated travelers may be at risk for getting and spreading 
COVID ...",,,,Bot,,,,
AH Provisional COVID-19 Deaths by Week and Age | Data | Centers ...,https://data.cdc.gov/NCHS/AH-Provisional-COVID-19-Deaths-by-Week-and-Age/ikd3-vynf,data.cdc.gov,Unknown,,"1 day ago ... Skip to Main Content. Data.CDC.gov. Search Search. HomeData Catalog
DevelopersVideo Guides · Sign In. Menu. Menu. Close. HomeData ...",,,,Bot,,,,
Hoạt động đi lại trong nước giữa đại dịch COVID-19 | CDC,https://vietnamese.cdc.gov/coronavirus/2019-ncov/travelers/travel-during-covid19.html,vietnamese.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","1 ngày trước ... People who are fully vaccinated with an FDA-authorized vaccine or a vaccine 
authorized for emergency use by the World Health Organization can travel safely
 ...",,,,Bot,,,,
Các tác dụng phụ được lựa chọn báo cáo sau khi tiêm ngừa COVID ...,https://vietnamese.cdc.gov/coronavirus/2019-ncov/vaccines/safety/adverse-events.html,vietnamese.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","1 ngày trước ... CDC, Cơ Quan Quản Lý Dược Phẩm Và Thực Phẩm Hoa Kỳ (FDA) và các cơ 
quan liên bang khác sẽ tiếp tục theo dõi tính an toàn của các vắc-xin COVID-19. 
Sốc ...",,,,Bot,,,,
COVID-19疫情期间的国内旅行| CDC,https://chinese.cdc.gov/coronavirus/2019-ncov/travelers/travel-during-covid19.html,chinese.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","1 day ago ... 在确定您在美国境内旅行是否安全时，需要考虑几个因素。包括：您要去的地方
是否正在传播COVID-19？您是否会与他人近距离接触？如果您感染COVID-19，
是否 ...",,,,Bot,,,,
Topic 2: Basic Microbiology and Pathophysiology of COVID-19 [Date ...,https://www.cdc.gov/infectioncontrol/ppt/PFL-T2-60min-Slides.pptx,CDC,US,,"2 days ago ... Learning Objectives: Differentiate one (1) core difference between SARS-CoV-2 
and COVID-19. Identify, and explain to others, the three (3) main parts of a virus.",,,,Bot,,,,
Quick Start Guide to Vaccinating Essential Workers,https://www.cdc.gov/vaccines/covid-19/health-departments/essential-workers/index.html,CDC,US,"5/17/2021, 9:32:39 PM","1 day ago ... Workers, who are vital for keeping necessary services and resources open and 
available, should continue to be a focus of COVID-19 vaccination efforts, ...",,,,Bot,,,,
Ask CDC | CDC-INFO | CDC,https://www.cdc.gov/cdc-info/ask-cdc.html,CDC,US,"5/18/2021, 5:00:00 PM","3 days ago ... Visit the CDC COVID-19 website or call 1-800-CDC-INFO (1-800-232-4636). You 
can also visit the CDC website for answers to questions on other health topics.",,,,Bot,,,,
List of COVID-19 Resources for Correctional and Detention Facilities ...,https://www.cdc.gov/coronavirus/2019-ncov/community/list-covid-19-resources-for-correctional-and-detention-facilities.html,CDC,US,"2/10/2020, 4:00:00 PM","3 days ago ... The Council of State Governments (CSG) Preparing People for Reentry Checklist 
· Federal Bureau of Prisons (BOP) Residential Reentry Centers Directory · U.S. ...",,,,Bot,,,,
Why CDC Measures COVID-19 Vaccine Effectiveness,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/effectiveness/why-measure-effectiveness.html,CDC,US,"2/10/2020, 4:00:00 PM","3 days ago ... CDC and other partners will continue to assess how COVID-19 vaccines work in 
real-world conditions. Learn why CDC measures vaccine effectiveness.",,,,Bot,,,,
CDC INFO | CDC,https://www.cdc.gov/cdc-info/index.html,CDC,US,"5/18/2021, 5:00:00 PM","3 days ago ... Need help finding a COVID-19 vaccine provider near you? Visit Vaccines.gov, 
text your zip code to 438829 (GETVAX), or call 1-800-232-0233 (TTY: ...",,,,Bot,,,,
Reporting COVID-19 Vaccination Demographic Data | CDC,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/distributing/demographics-vaccination-data.html,CDC,US,"2/10/2020, 4:00:00 PM","3 days ago ... CDC's COVID Data Tracker provides COVID-19 vaccination data in the United 
States, including Demographic Characteristics of People Receiving COVID-19 ...",,,,Bot,,,,
COVID-19 Provisional Counts - Health Disparities,https://www.cdc.gov/nchs/nvss/vsrr/covid19/health_disparities.htm,CDC,US,"5/18/2021, 9:35:18 PM","3 days ago ... Tabulated data on provisional COVID-19 deaths by age, sex, race and Hispanic 
origin, and comorbidities. Also includes an index of state-level and county-level ...",,,,Bot,,,,
Notificación de datos demográficos sobre la vacunación contra el ...,https://espanol.cdc.gov/coronavirus/2019-ncov/vaccines/distributing/demographics-vaccination-data.html,espanol.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","Hace 3 días ... La herramienta de seguimiento de datos del COVID-19 de los CDC ofrece datos 
de vacunación contra el COVID-19 en los Estados Unidos, incluida información ...",,,,Bot,,,,
Sheet1 A B C D E F G H I J K L 1 Preview Posting of COVID-19 ...,https://www.cdc.gov/vaccines/programs/iis/downloads/Preview-COVID-19-Vaccine-Codes-Potential-EUA_20210517.xlsx,CDC,US,,"3 days ago ... Codes are effective upon EUA issuance of COVID-19 vaccine(s) by the Food and 
... LNP, preservative free, 100 mcg/0.5mL dose, COVID-19, mRNA, LNP-S, PF, ...",,,,Bot,,,,
Key Information for Travelers to Laos - COVID-19 Notices,https://wwwnc.cdc.gov/travel/notices/covid-2/coronavirus-laos,wwwnc.cdc.gov,Unknown,,"2 days ago ... Travelers at increased risk for severe illness from COVID-19 should avoid all 
nonessential travel to Laos.",,,,Bot,,,,
COVID-19 in Zambia - COVID-19 Moderate - Level 2: COVID-19 ...,https://wwwnc.cdc.gov/travel/notices/covid-2/coronavirus-zambia,wwwnc.cdc.gov,Unknown,,"2 days ago ... Travelers at increased risk for severe illness from COVID-19 should avoid all 
nonessential travel to Zambia.",,,,Bot,,,,
美国COVID-19免疫接种计划：按辖区统计的免疫渠道组合| CDC,https://chinese.cdc.gov/coronavirus/2019-ncov/vaccines/distributing/jurisdiction-portfolios.html,chinese.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","4 days ago ... 本报告提供所用多个渠道的概述，以确保所有美国人都可以获得COVID-19疫苗。
由于人口差异，美国各地辖区的交付和接种情况也存在差异。",,,,Bot,,,,
AstraZeneca COVID-19 vaccine Vaxzevria authorised for ...,https://www.astrazeneca.com/media-centre/press-releases/2021/astrazeneca-covid-19-vaccine-vaxzevria-authorised-for-emergency-use-in-japan.html,www.astrazeneca.com,Unknown,,"1 hour ago ... AstraZeneca's COVID-19 vaccine, Vaxzevria (ChAdOx1-S [Recombinant]), 
formerly AZD1222, has been granted a special approval for emergency use in 
Japan ...",,,,Bot,,,,
Pfizer and BioNTech to Supply the European Union With up to 1.8 ...,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-and-biontech-supply-european-union-18-billion,Pfizer,General,,"22 hours ago ... The Pfizer-BioNTech COVID-19 Vaccine has not been approved or licensed by 
the U.S. Food and Drug Administration (FDA), but has been authorized for ...",,,,Bot,,,,
NCT04424316 | Respiratory Tract Infection Clinical Trial ...,https://www.pfizer.com/science/find-a-trial/nct04424316,Pfizer,General,,"3 days ago ... This randomized, double-blinded, placebo-controlled Phase 3 study is designed 
to evaluate the efficacy and safety of maternal immunization with RSVpreF ...",,,,Bot,,,,
Moderna to Establish an International Business Services Hub in ...,https://investors.modernatx.com/news-releases/news-release-details/moderna-establish-international-business-services-hub-warsaw/,investors.modernatx.com,Unknown,,"1 day ago ... Most recently, Moderna's capabilities have come together to allow the authorized 
use of one of the earliest and most-effective vaccines against the COVID-19 ...",,,,Bot,,,,
Is the worst of the COVID-19 global pandemic yet to come ...,https://www.nature.com/articles/s41398-021-01429-0,Nature,General,"5/19/2021, 5:00:00 PM","22 hours ago ... The Elliott Wave principle is a time-honored, oft-used method for predicting 
variations in the financial markets. It is based on the notion that human emotions
 ...",,,,Bot,,,,
LitCovid - NCBI - NLM - NIH,http://go.nature.com/3almd5p,go.nature.com,Unknown,,"1 day ago ... LitCovid is a unique web system for tracking the most recent publications and 
literature about the 2019 Coronavirus (2019-nCov,SARS-CoV-2, COVID-19) ...",,,,Bot,,,,
Impact of daily high dose oral vitamin D therapy on the inflammatory ...,https://www.nature.com/articles/s41598-021-90189-4,Nature,General,"5/19/2021, 5:00:00 PM","21 hours ago ... COVID 19 is known to cause immune dysregulation and vitamin D is a known 
immunomodulator. This study aims to objectively investigate the impact of Pulse 
D ...",,,,Bot,,,,
Controlling COVID-19 via test-trace-quarantine | Nature ...,https://www.nature.com/articles/s41467-021-23276-9,Nature,General,"5/19/2021, 5:00:00 PM","21 hours ago ... Initial COVID-19 containment in the United States focused on limiting mobility, 
including school and workplace closures. However, these interventions have had
 ...",,,,Bot,,,,
Sequential infection with H1N1 and SARS-CoV-2 aggravated ...,https://www.nature.com/articles/s41392-021-00618-z,Nature,General,"5/19/2021, 5:00:00 PM","23 hours ago ... Sequential infection with H1N1 and SARS-CoV-2 aggravated COVID-19 
pathogenesis in a mammalian model, and co-vaccination as an effective method 
of ...",,,,Bot,,,,
Efficacy of the ChAdOx1 nCoV-19 Covid-19 Vaccine against the B ...,https://www.nejm.org/doi/full/10.1056/nejmoa2102214,New England Journal of Medicine,General,,"10 hours ago ... Abstract Background Assessment of the safety and efficacy of vaccines against 
the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in different ...",,,,Bot,,,,
COVID-19 Vaccines Work | CDC,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/effectiveness/work.html,CDC,US,"2/10/2020, 4:00:00 PM","6 hours ago ... These types of studies are called “vaccine effectiveness” studies. What we know 
about how well COVID-19 vaccines are working. COVID-19 vaccination reduces
 ...",,,,Bot,,,,
COVID-19 유발 바이러스의 변종 소개​​ | CDC,https://korean.cdc.gov/coronavirus/2019-ncov/transmission/variant.html,korean.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","7시간 전 ... 유의 사항:이 웹 사이트는 수시로 업데이트됩니다. 일부 내용은 모든 내용이 번역될 
때까지 영어로 기재되어 있을 수 있습니다. 백신 접종을 완전히 완료한 경우.",,,,Bot,,,,
About Variants of the Virus that Causes COVID-19​​ | CDC,https://www.cdc.gov/coronavirus/2019-ncov/transmission/variant.html,CDC,US,"2/10/2020, 4:00:00 PM","4 hours ago ... Information about the characteristics of these variants is rapidly emerging. 
Scientists are working to learn more about how easily they spread, whether they 
could ...",,,,Bot,,,,
关于COVID-19病毒变种​​ | CDC,https://chinese.cdc.gov/coronavirus/2019-ncov/transmission/variant.html,chinese.cdc.gov,Unknown,"2/10/2020, 4:00:00 PM","11 hours ago ... 关于这些变种的特性信息正快速出现。科学家正致力于进一步了解它们的传播难易
程度、它们是否会导致更严重的疾病，以及当前获得授权的疫苗是否能提供新变种
 ...",,,,Bot,,,,
"MMWR, Characteristics of COVID-19 Cases and Outbreaks at Child ...",https://www.cdc.gov/mmwr/volumes/70/wr/pdfs/mm7020a3-H.pdf,CDC,US,,"14 hours ago ... Health) and CDC reviewed COVID-19 case reports associated with child care 
facilities submitted to DC Health and publicly available data from the DC Office of
 ...",,,,Bot,,,,
"Webinar June 3, 2021 - Evaluating and Caring for Patients with ...",https://emergency.cdc.gov/coca/calls/2021/callinfo_060321.asp,emergency.cdc.gov,Unknown,"5/19/2021, 8:30:44 PM","1 day ago ... Long COVID refers to post-viral symptoms and clinical findings that persist 
beyond four weeks of infection with SARS-CoV-2. Long COVID is still being ...",,,,Bot,,,,
Learn More about Getting Your COVID-19 Vaccine,"https://www.cdc.gov/widgets/micrositeCollectionViewerMed/index.html?chost=www.electmikegarcia.com&cpath=/coronavirus/&csearch=&chash=&ctitle=Coronavirus%20(COVID-19)%20Disease%20%7C%20Mike%20Garcia%20for%20Congress&wn=micrositeCollectionViewerMed&wf=/widgets/micrositeCollectionViewerMed/&wid=micrositeCollectionViewerMed1&mMode=widget&mPage=&mChannel=&cdcCollectionid=403305&cdcTheme=theme3&cdcGeotag={%27continent%27:%20%276255149%27,%20%27country%27:%20%276252001%27,%20%27state%27:%20%275332921%27,%20%27region%27:%20%275368381%27%20}&cdcDataid=404908&chashOptMode=out#!/detail/414117",CDC,US,,1 day ago ... Coronavirus Disease 2019. Home; What to Expect at COVID-19 Vaccination ...,,,,Bot,,,,
